unique	gene-symbol	entrez-id	transcript	chromosome	start-loc	end-loc	strand
SNORD109B|338429|1of2	SNORD109B	338429	1of2	15	25287121	25287187	+
SNORD109B|338429|2of2	SNORD109B	338429	2of2	15	25523490	25523556	+
SNORD10|652966	SNORD10	652966		17	7480129	7480275	+
SNORD110|692213	SNORD110	692213		20	2634858	2634930	+
SNORD111B|100113402	SNORD111B	100113402		16	70563405	70563498	+
SNORD111|692214	SNORD111	692214		16	70571908	70572001	+
SNORD113-1|767561	SNORD113-1	767561		14	101391158	101391227	+
SNORD113-2|767562	SNORD113-2	767562		14	101393679	101393748	+
SNORD113-4|767564	SNORD113-4	767564		14	101402828	101402900	+
SNORD113-5|767565	SNORD113-5	767565		14	101404524	101404600	+
SNORD113-6|767566	SNORD113-6	767566		14	101405893	101405965	+
SNORD113-7|767567	SNORD113-7	767567		14	101407463	101407537	+
SNORD113-9|767569	SNORD113-9	767569		14	101411986	101412055	+
SNORD114-10|767588	SNORD114-10	767588		14	101433389	101433458	+
SNORD114-11|767589	SNORD114-11	767589		14	101434448	101434520	+
SNORD114-12|767590	SNORD114-12	767590		14	101435285	101435357	+
SNORD114-13|767591	SNORD114-13	767591		14	101436216	101436287	+
SNORD114-14|767592	SNORD114-14	767592		14	101438440	101438512	+
SNORD114-15|767593	SNORD114-15	767593		14	101439007	101439077	+
SNORD114-16|767594	SNORD114-16	767594		14	101439932	101439999	+
SNORD114-17|767595	SNORD114-17	767595		14	101441143	101441215	+
SNORD114-18|767596	SNORD114-18	767596		14	101442162	101442231	+
SNORD114-19|767597	SNORD114-19	767597		14	101442814	101442886	+
SNORD114-1|767577	SNORD114-1	767577		14	101416170	101416239	+
SNORD114-20|767598	SNORD114-20	767598		14	101447341	101447411	+
SNORD114-21|767599	SNORD114-21	767599		14	101448312	101448381	+
SNORD114-22|767600	SNORD114-22	767600		14	101449263	101449332	+
SNORD114-23|767603	SNORD114-23	767603		14	101450213	101450282	+
SNORD114-24|767604	SNORD114-24	767604		14	101451114	101451184	+
SNORD114-25|767605	SNORD114-25	767605		14	101452394	101452464	+
SNORD114-26|767606	SNORD114-26	767606		14	101453383	101453452	+
SNORD114-27|767608	SNORD114-27	767608		14	101454498	101454565	+
SNORD114-28|767609	SNORD114-28	767609		14	101455467	101455536	+
SNORD114-29|767610	SNORD114-29	767610		14	101456428	101456496	+
SNORD114-2|767578	SNORD114-2	767578		14	101418193	101418268	+
SNORD114-30|767611	SNORD114-30	767611		14	101458256	101458325	+
SNORD114-31|767612	SNORD114-31	767612		14	101459573	101459645	+
SNORD114-3|767579	SNORD114-3	767579		14	101419686	101419758	+
SNORD114-4|767580	SNORD114-4	767580		14	101420681	101420783	+
SNORD114-5|767581	SNORD114-5	767581		14	101421707	101421774	+
SNORD114-6|767582	SNORD114-6	767582		14	101423503	101423572	+
SNORD114-7|767583	SNORD114-7	767583		14	101429391	101429466	+
SNORD114-8|767584	SNORD114-8	767584		14	101431118	101431188	+
SNORD114-9|767585	SNORD114-9	767585		14	101432366	101432435	+
SNORD115-10|100033447|1of2	SNORD115-10	100033447	1of2	15	25432683	25432763	+
SNORD115-10|100033447|2of2	SNORD115-10	100033447	2of2	15	25492492	25492573	+
SNORD115-11|100033448|1of4	SNORD115-11	100033448	1of4	15	25434561	25434642	+
SNORD115-11|100033448|2of4	SNORD115-11	100033448	2of4	15	25468393	25468474	+
SNORD115-11|100033448|3of4	SNORD115-11	100033448	3of4	15	25481232	25481313	+
SNORD115-11|100033448|4of4	SNORD115-11	100033448	4of4	15	25494345	25494426	+
SNORD115-13|100033450	SNORD115-13	100033450		15	25436387	25442649	+
SNORD115-14|100033451	SNORD115-14	100033451		15	25440068	25440148	+
SNORD115-16|100033454	SNORD115-16	100033454		15	25444595	25444676	+
SNORD115-17|100033455|1of3	SNORD115-17	100033455	1of3	15	25446470	25446551	+
SNORD115-17|100033455|2of3	SNORD115-17	100033455	2of3	15	25448374	25448455	+
SNORD115-17|100033455|3of3	SNORD115-17	100033455	3of3	15	25449504	25449585	+
SNORD115-1|338433	SNORD115-1	338433		15	25415870	25415951	+
SNORD115-20|100033460	SNORD115-20	100033460		15	25451409	25477615	+
SNORD115-22|100033799	SNORD115-22	100033799		15	25455065	25455146	+
SNORD115-25|100033801	SNORD115-25	100033801		15	25460688	25460769	+
SNORD115-26|100033802	SNORD115-26	100033802		15	25463499	25479764	+
SNORD115-2|100033437	SNORD115-2	100033437		15	25417782	25417863	+
SNORD115-30|100033804	SNORD115-30	100033804		15	25470350	25470431	+
SNORD115-31|100033805	SNORD115-31	100033805		15	25472256	25472337	+
SNORD115-32|100033806	SNORD115-32	100033806		15	25474114	25474195	+
SNORD115-33|100033807	SNORD115-33	100033807		15	25475985	25476066	+
SNORD115-35|100033809	SNORD115-35	100033809		15	25479394	25479475	+
SNORD115-37|100033811	SNORD115-37	100033811		15	25483133	25483214	+
SNORD115-38|100033812	SNORD115-38	100033812		15	25484985	25485066	+
SNORD115-39|100033813	SNORD115-39	100033813		15	25486893	25486974	+
SNORD115-3|100033440	SNORD115-3	100033440		15	25420074	25420155	+
SNORD115-40|100033814	SNORD115-40	100033814		15	25488761	25488842	+
SNORD115-41|100033815	SNORD115-41	100033815		15	25490625	25490706	+
SNORD115-44|100033818	SNORD115-44	100033818		15	25496006	25496087	+
SNORD115-48|100033822	SNORD115-48	100033822		15	25514930	25515005	+
SNORD115-4|100033441	SNORD115-4	100033441		15	25421979	25422060	+
SNORD115-5|100033442	SNORD115-5	100033442		15	25423885	25423966	+
SNORD115-6|100033443	SNORD115-6	100033443		15	25425644	25425725	+
SNORD115-7|100033444	SNORD115-7	100033444		15	25425456	25427855	+
SNORD115-8|100033445	SNORD115-8	100033445		15	25429453	25429534	+
SNORD115-9|100033446|1of2	SNORD115-9	100033446	1of2	15	25430778	25430859	+
SNORD115-9|100033446|2of2	SNORD115-9	100033446	2of2	15	25436563	25436644	+
SNORD116-10|100033422	SNORD116-10	100033422		15	25319260	25319362	+
SNORD116-11|100033423	SNORD116-11	100033423		15	25321075	25321167	+
SNORD116-12|100033424	SNORD116-12	100033424		15	25322197	25322290	+
SNORD116-13|100033425	SNORD116-13	100033425		15	25324204	25324296	+
SNORD116-14|100033426	SNORD116-14	100033426		15	25325288	25325380	+
SNORD116-15|100033427	SNORD116-15	100033427		15	25326433	25326525	+
SNORD116-16|100033428	SNORD116-16	100033428		15	25327914	25328006	+
SNORD116-18|100033430	SNORD116-18	100033430		15	25330531	25330623	+
SNORD116-19|727708|1of2	SNORD116-19	727708	1of2	15	25328734	25328826	+
SNORD116-19|727708|2of2	SNORD116-19	727708	2of2	15	25331657	25331761	+
SNORD116-1|100033413	SNORD116-1	100033413		15	25296623	25296718	+
SNORD116-20|100033431	SNORD116-20	100033431		15	25332808	25334042	+
SNORD116-22|100033433	SNORD116-22	100033433		15	25335059	25335157	+
SNORD116-23|100033434	SNORD116-23	100033434		15	25336932	25337024	+
SNORD116-24|100033435	SNORD116-24	100033435		15	25339183	25339275	+
SNORD116-25|100033436	SNORD116-25	100033436		15	25342809	25342901	+
SNORD116-26|100033438	SNORD116-26	100033438		15	25344645	25344741	+
SNORD116-27|100033439	SNORD116-27	100033439		15	25346721	25346813	+
SNORD116-28|100033820	SNORD116-28	100033820		15	25326238	25359068	+
SNORD116-29|100033821	SNORD116-29	100033821		15	25351667	25351750	+
SNORD116-2|100033414|1of2	SNORD116-2	100033414	1of2	15	25299356	25299451	+
SNORD116-2|100033414|2of2	SNORD116-2	100033414	2of2	15	25310172	25310268	+
SNORD116-3|100033415|1of2	SNORD116-3	100033415	1of2	15	25302006	25302101	+
SNORD116-3|100033415|2of2	SNORD116-3	100033415	2of2	15	25318253	25318348	+
SNORD116-4|100033416	SNORD116-4	100033416		15	25299014	25360803	+
SNORD116-5|100033417|1of2	SNORD116-5	100033417	1of2	15	25307479	25307574	+
SNORD116-5|100033417|2of2	SNORD116-5	100033417	2of2	15	25312934	25313029	+
SNORD116-8|100033420	SNORD116-8	100033420		15	25315578	25315673	+
SNORD117|692233	SNORD117	692233		6	31504151	31504226	-
SNORD119|100113378	SNORD119	100113378		20	2443598	2443693	-
SNORD11B|100113392	SNORD11B	100113392		2	203156040	203156151	+
SNORD11|692058	SNORD11	692058		2	203157774	203157857	+
SNORD121A|100113379	SNORD121A	100113379		9	33952763	33952852	-
SNORD121B|100113385	SNORD121B	100113385		9	33934286	33934378	+
SNORD123|100113384	SNORD123	100113384		5	9548939	9549026	+
SNORD124|100113390	SNORD124	100113390		17	38183795	38183897	+
SNORD125|100113380	SNORD125	100113380		22	29729152	29729247	-
SNORD126|100113391	SNORD126	100113391		14	20794600	20794698	-
SNORD127|100113389	SNORD127	100113389		14	45580078	45580174	+
SNORD12B|100113393	SNORD12B	100113393		20	47896850	47896952	+
SNORD12C|26765	SNORD12C	26765		20	47895482	47895559	+
SNORD12|692057	SNORD12	692057		20	47897220	47897309	+
SNORD15A|6079	SNORD15A	6079		11	75111435	75111582	+
SNORD15B|114599	SNORD15B	114599		11	75115465	75115610	+
SNORD16|595097	SNORD16	595097		15	66795151	66795248	-
SNORD17|692086	SNORD17	692086		20	17943353	17943589	-
SNORD18A|595098	SNORD18A	595098		15	66795583	66795652	-
SNORD18B|595099	SNORD18B	595099		15	66794360	66794429	-
SNORD18C|595100	SNORD18C	595100		15	66793590	66793656	-
SNORD19B|100113381	SNORD19B	100113381		3	52724754	52724846	+
SNORD19|692089	SNORD19	692089		3	52723256	52723331	+
SNORD1A|677848	SNORD1A	677848		17	74557715	74557788	+
SNORD1B|677849	SNORD1B	677849		17	74557190	74557275	+
SNORD1C|677850	SNORD1C	677850		17	74553860	74559835	+
SNORD20|6082	SNORD20	6082		2	232321155	232321234	-
SNORD21|6083	SNORD21	6083		1	93302846	93302940	+
SNORD22|9304	SNORD22	9304		11	62620382	62620507	-
SNORD23|692091	SNORD23	692091		19	48259110	48259218	+
SNORD24|26820	SNORD24	26820		9	136216251	136216324	+
SNORD25|9303	SNORD25	9303		11	62623038	62623103	-
SNORD26|9302	SNORD26	9302		11	62622764	62622838	-
SNORD27|9301	SNORD27	9301		11	62622484	62622555	-
SNORD28|9300	SNORD28	9300		11	62622093	62622167	-
SNORD29|9297	SNORD29	9297		11	62621376	62621440	-
SNORD2|619567	SNORD2	619567		3	186502585	186502654	+
SNORD30|9299	SNORD30	9299		11	62621135	62621204	-
SNORD31|9298	SNORD31	9298		11	62620798	62620865	-
SNORD32A|26819	SNORD32A	26819		19	49993223	49993304	+
SNORD32B|692092	SNORD32B	692092		6	29550029	29550104	+
SNORD33|26818	SNORD33	26818		19	49993874	49993956	+
SNORD34|26817	SNORD34	26817		19	49994164	49994229	+
SNORD35A|26816	SNORD35A	26816		19	49994432	49994517	+
SNORD35B|84546	SNORD35B	84546		19	50000976	50001060	+
SNORD36A|26815	SNORD36A	26815		9	136217311	136217380	+
SNORD36B|26814	SNORD36B	26814		9	136216949	136217019	+
SNORD36C|26813	SNORD36C	26813		9	136217701	136217765	+
SNORD37|26812	SNORD37	26812		19	3982505	3982570	-
SNORD38A|94162	SNORD38A	94162		1	45243514	45243582	+
SNORD38B|94163	SNORD38B	94163		1	45244062	45244129	+
SNORD41|26810	SNORD41	26810		19	12817263	12817332	-
SNORD42A|26809	SNORD42A	26809		17	27050447	27050509	+
SNORD42B|26808	SNORD42B	26808		17	27047568	27047634	+
SNORD43|26807	SNORD43	26807		22	39715057	39715118	-
SNORD44|26806	SNORD44	26806		1	173835106	173835166	-
SNORD45A|26805	SNORD45A	26805		1	76253574	76253657	+
SNORD45B|26804	SNORD45B	26804		1	76255162	76255232	+
SNORD45C|692085	SNORD45C	692085		1	76252757	76252834	+
SNORD46|94161	SNORD46	94161		1	45242164	45242261	+
SNORD47|26802	SNORD47	26802		1	173833507	173833583	-
SNORD48|26801	SNORD48	26801		6	31803040	31803103	+
SNORD49A|26800	SNORD49A	26800		17	16343350	16343420	+
SNORD49B|692087	SNORD49B	692087		17	16342823	16342869	+
SNORD4A|26773	SNORD4A	26773		17	27049600	27049671	+
SNORD4B|26772	SNORD4B	26772		17	27050699	27050772	+
SNORD50A|26799	SNORD50A	26799		6	86387012	86387086	-
SNORD50B|692088	SNORD50B	692088		6	86387307	86387377	-
SNORD51|26798	SNORD51	26798		2	207026605	207026674	+
SNORD52|26797	SNORD52	26797		6	31804853	31804915	+
SNORD53|26796	SNORD53	26796		2	29149933	29150008	+
SNORD54|26795	SNORD54	26795		8	56986398	56986460	-
SNORD55|26811	SNORD55	26811		1	45241537	45241610	+
SNORD56B|319139	SNORD56B	319139		14	71865054	71865123	+
SNORD56|26793	SNORD56	26793		20	2637270	2637339	+
SNORD57|26792	SNORD57	26792		20	2637585	2637656	+
SNORD58A|26791	SNORD58A	26791		18	47017653	47017717	-
SNORD58C|100124516	SNORD58C	100124516		18	47015605	47015694	-
SNORD59A|26789	SNORD59A	26789		12	57038811	57038885	-
SNORD59B|692090	SNORD59B	692090		12	57037464	57037538	-
SNORD5|692072	SNORD5	692072		11	93466394	93466466	-
SNORD60|26788	SNORD60	26788		16	2205024	2205106	-
SNORD61|26787	SNORD61	26787		X	135961358	135961430	-
SNORD62A|26786|1of2	SNORD62A	26786	1of2	9	134361052	134361136	+
SNORD62A|26786|2of2	SNORD62A	26786	2of2	9	134365873	134365957	+
SNORD63|26785	SNORD63	26785		5	137896733	137896799	-
SNORD65|692106	SNORD65	692106		17	16344540	16344612	+
SNORD66|692107	SNORD66	692107		3	184043484	184043557	+
SNORD67|692108	SNORD67	692108		11	46783940	46784049	-
SNORD68|606500	SNORD68	606500		16	89627838	89627909	+
SNORD69|692109	SNORD69	692109		3	52726752	52726828	+
SNORD6|692075	SNORD6	692075		11	93464669	93464739	-
SNORD70|692110	SNORD70	692110		2	203141154	203141239	+
SNORD71|692111	SNORD71	692111		16	71792305	71792390	-
SNORD72|619564	SNORD72	619564		5	40832758	40832837	-
SNORD73A|8944	SNORD73A	8944		4	152024979	152025043	+
SNORD74|619498	SNORD74	619498		1	173836812	173836883	-
SNORD75|692195	SNORD75	692195		1	173836017	173836076	-
SNORD76|692196	SNORD76	692196		1	173835773	173835853	-
SNORD77|692197	SNORD77	692197		1	173835449	173835509	-
SNORD78|692198	SNORD78	692198		1	173834772	173834824	-
SNORD79|26770	SNORD79	26770		1	173834488	173834568	-
SNORD7|692076	SNORD7	692076		17	33900676	33900772	+
SNORD80|26774	SNORD80	26774		1	173833971	173834041	-
SNORD81|26769	SNORD81	26769		1	173833313	173833355	-
SNORD82|25826	SNORD82	25826		2	232325079	232325153	-
SNORD84|692199	SNORD84	692199		6	31508878	31508955	-
SNORD85|692200	SNORD85	692200		1	31441010	31441084	-
SNORD86|692201	SNORD86	692201		20	2636743	2636828	+
SNORD87|641648	SNORD87	641648		8	67834709	67834784	-
SNORD88A|692202	SNORD88A	692202		19	51302696	51302792	-
SNORD88B|692203	SNORD88B	692203		19	51302286	51302382	-
SNORD88C|692204	SNORD88C	692204		19	51305582	51305678	-
SNORD89|692205	SNORD89	692205		2	101889398	101889511	-
SNORD8|319103	SNORD8	319103		14	21865452	21865560	-
SNORD90|692206	SNORD90	692206		9	125642492	125642598	-
SNORD91A|692207	SNORD91A	692207		17	2233573	2233664	-
SNORD91B|692208	SNORD91B	692208		17	2232419	2232504	-
SNORD92|692209	SNORD92	692209		2	29136528	29136616	+
SNORD93|692210	SNORD93	692210		7	22896232	22896304	+
SNORD94|692225	SNORD94	692225		2	86362993	86363129	+
SNORD95|619570	SNORD95	619570		5	180670314	180670376	-
SNORD96A|619571	SNORD96A	619571		5	180668818	180668889	-
SNORD96B|692226	SNORD96B	692226		X	109468217	109468288	-
SNORD97|692223	SNORD97	692223		11	10823016	10823155	-
SNORD98|692211	SNORD98	692211		10	70514929	70514995	+
SNORD99|692212	SNORD99	692212		1	28905255	28905334	-
SNORD9|692053	SNORD9	692053		14	21860310	21860412	-
SNPH|9751	SNPH	9751		20	1246960	1289969	+
SNRK|54861	SNRK	54861		3	43328004	43392632	+
SNRNP200|23020	SNRNP200	23020		2	96940075	96971261	-
SNRNP25|79622	SNRNP25	79622		16	103829	107668	+
SNRNP27|11017	SNRNP27	11017		2	70121090	70132348	+
SNRNP35|11066	SNRNP35	11066		12	123942651	123956909	+
SNRNP40|9410	SNRNP40	9410		1	31732417	31769644	-
SNRNP48|154007	SNRNP48	154007		6	7590432	7612199	+
SNRNP70|6625	SNRNP70	6625		19	49588465	49611869	+
SNRPA1|6627	SNRPA1	6627		15	101821717	101835460	-
SNRPA|6626	SNRPA	6626		19	41256779	41271292	+
SNRPB2|6629	SNRPB2	6629		20	16710629	16722037	+
SNRPB|6628	SNRPB	6628		20	2442281	2451499	-
SNRPC|6631	SNRPC	6631		6	34725312	34741571	+
SNRPD1|6632	SNRPD1	6632		18	19192260	19210208	+
SNRPD2|6633	SNRPD2	6633		19	46190713	46195443	-
SNRPD3|6634	SNRPD3	6634		22	24951618	24978852	+
SNRPE|6635	SNRPE	6635		1	203830727	203840278	+
SNRPF|6636	SNRPF	6636		12	96252709	96260236	+
SNRPG|6637	SNRPG	6637		2	70508510	70520869	-
SNRPN|6638	SNRPN	6638		15	25068794	25244225	+
SNTA1|6640	SNTA1	6640		20	31995763	32031698	-
SNTB1|6641	SNTB1	6641		8	121547986	121824309	-
SNTB2|6645	SNTB2	6645		16	69221050	69342954	+
SNTG1|54212	SNTG1	54212		8	50822349	51705427	+
SNTG2|54221	SNTG2	54221		2	946555	1371382	+
SNTN|132203	SNTN	132203		3	63638344	63650881	+
SNUPN|10073	SNUPN	10073		15	75890426	75918719	-
SNURF|8926	SNURF	8926		15	25200070	25213974	+
SNW1|22938	SNW1	22938		14	78183946	78227497	-
SNX10|29887	SNX10	29887		7	26331515	26413937	+
SNX11|29916	SNX11	29916		17	46184911	46200105	+
SNX12|29934	SNX12	29934		X	70209364	70288231	-
SNX13|23161	SNX13	23161		7	17830386	17980131	-
SNX14|57231	SNX14	57231		6	86215217	86303629	-
SNX15|29907	SNX15	29907		11	64781586	64808042	+
SNX16|64089	SNX16	64089		8	82711820	82754521	-
SNX17|9784	SNX17	9784		2	27593363	27599994	+
SNX18|112574	SNX18	112574		5	53813589	53842415	+
SNX19|399979	SNX19	399979		11	130745767	130786382	-
SNX1|6642	SNX1	6642		15	64388177	64436431	+
SNX20|124460	SNX20	124460		16	50700211	50715264	-
SNX21|90203	SNX21	90203		20	44462470	44471914	+
SNX22|79856	SNX22	79856		15	64443916	64449680	+
SNX24|28966	SNX24	28966		5	122181160	122344901	+
SNX25|83891	SNX25	83891		4	186131284	186291333	+
SNX27|81609	SNX27	81609		1	151584662	151671559	+
SNX29|92017	SNX29	92017		16	12146055	12668145	+
SNX2|6643	SNX2	6643		5	122110750	122165800	+
SNX30|401548	SNX30	401548		9	115513134	115637266	+
SNX31|169166	SNX31	169166		8	101585114	101661893	-
SNX32|254122	SNX32	254122		11	65601410	65621170	+
SNX33|257364	SNX33	257364		15	75941348	75950966	+
SNX3|8724	SNX3	8724		6	108532718	108582464	-
SNX4|8723	SNX4	8723		3	125165495	125239058	-
SNX5|27131	SNX5	27131		20	17922246	17949490	-
SNX6|58533	SNX6	58533		14	35030618	35099366	-
SNX7|51375	SNX7	51375		1	99127236	99226054	+
SNX8|29886	SNX8	29886		7	2294641	2354099	-
SNX9|51429	SNX9	51429		6	158244294	158366109	+
SOAT1|6646	SOAT1	6646		1	179263017	179324452	+
SOAT2|8435	SOAT2	8435		12	53497274	53518322	+
SOBP|55084	SOBP	55084		6	107811317	107982508	+
SOCS1|8651	SOCS1	8651		16	11348274	11350039	-
SOCS2|8835	SOCS2	8835		12	93963598	93969978	+
SOCS3|9021	SOCS3	9021		17	76352859	76356158	-
SOCS4|122809	SOCS4	122809		14	55493844	55516204	+
SOCS5|9655	SOCS5	9655		2	46926099	46989926	+
SOCS6|9306	SOCS6	9306		18	67956137	67997434	+
SOCS7|30837	SOCS7	30837		17	36508005	36556017	+
SOD1|6647	SOD1	6647		21	33031935	33041241	+
SOD2|6648	SOD2	6648		6	160100151	160114353	-
SOD3|6649	SOD3	6649		4	24797085	24802466	+
SOHLH1|402381	SOHLH1	402381		9	138585257	138591374	-
SOHLH2|54937	SOHLH2	54937		13	36742347	36871992	-
SOLH|6650	SOLH	6650		16	577856	604634	+
SON|6651	SON	6651		21	34915350	34949812	+
SORBS1|10580	SORBS1	10580		10	97071531	97321171	-
SORBS2|8470	SORBS2	8470		4	186506599	186877870	-
SORBS3|10174	SORBS3	10174		8	22409251	22433007	+
SORCS1|114815	SORCS1	114815		10	108333422	108924292	-
SORCS2|57537	SORCS2	57537		4	7194374	7744563	+
SORCS3|22986	SORCS3	22986		10	106400859	107024993	+
SORD|6652	SORD	6652		15	45315341	45367038	+
SORL1|6653	SORL1	6653		11	121322961	121504471	+
SORT1|6272	SORT1	6272		1	109852192	109940563	-
SOS1|6654	SOS1	6654		2	39208692	39351486	-
SOS2|6655	SOS2	6655		14	50583847	50698099	-
SOSTDC1|25928	SOSTDC1	25928		7	16501108	16570205	-
SOST|50964	SOST	50964		17	41831099	41836156	-
SOX10|6663	SOX10	6663		22	38368319	38383429	-
SOX11|6664	SOX11	6664		2	5832799	5841516	+
SOX12|6666	SOX12	6666		20	306239	310865	+
SOX13|9580	SOX13	9580		1	204042246	204096869	+
SOX14|8403	SOX14	8403		3	137483579	137484396	+
SOX15|6665	SOX15	6665		17	7491498	7493488	-
SOX17|64321	SOX17	64321		8	55370495	55373455	+
SOX18|54345	SOX18	54345		20	62679081	62680979	-
SOX1|6656	SOX1	6656		13	112721913	112726020	+
SOX21|11166	SOX21	11166		13	95361882	95364389	-
SOX2OT|347689	SOX2OT	347689		3	181281509	181459003	+
SOX2|6657	SOX2	6657		3	181429722	181432221	+
SOX30|11063	SOX30	11063		5	157052687	157098488	-
SOX3|6658	SOX3	6658		X	139585152	139587225	-
SOX4|6659	SOX4	6659		6	21593972	21598847	+
SOX5|6660	SOX5	6660		12	23685232	24715380	-
SOX6|55553	SOX6	55553		11	15987996	16760190	-
SOX7|83595	SOX7	83595		8	10581279	10697299	-
SOX8|30812	SOX8	30812		16	1031808	1036978	+
SOX9|6662	SOX9	6662		17	70117161	70122552	+
SP100|6672	SP100	6672		2	231280871	231410317	+
SP110|3431	SP110	3431		2	231033645	231084827	-
SP140L|93349	SP140L	93349		2	231191894	231268445	+
SP140|11262	SP140	11262		2	231090445	231223847	+
SP1|6667	SP1	6667		12	53773979	53810224	+
SP2|6668	SP2	6668		17	45973516	46006321	+
SP3|6670	SP3	6670		2	174773259	174830063	-
SP4|6671	SP4	6671		7	21467689	21554149	+
SP5|389058	SP5	389058		2	171571857	171574497	+
SP6|80320	SP6	80320		17	45922280	45933240	-
SP7|121340	SP7	121340		12	53720362	53730166	-
SP8|221833	SP8	221833		7	20821895	20826508	-
SP9|100131390	SP9	100131390		2	175199821	175202268	+
SPA17|53340	SPA17	53340		11	124543740	124564685	+
SPACA1|81833	SPACA1	81833		6	88757507	88776549	+
SPACA3|124912	SPACA3	124912		17	31318882	31324892	+
SPACA4|171169	SPACA4	171169		19	49110000	49110970	+
SPACA5|389852|1of2	SPACA5	389852	1of2	X	47863734	47869126	+
SPACA5|389852|2of2	SPACA5	389852	2of2	X	47986603	47991995	+
SPAG11A|653423	SPAG11A	653423		8	7705402	7721318	+
SPAG11B|10407|1of2	SPAG11B	10407	1of2	8	7705402	7707685	+
SPAG11B|10407|2of2	SPAG11B	10407	2of2	8	7305276	7321192	-
SPAG16|79582	SPAG16	79582		2	214149116	215275224	+
SPAG17|200162	SPAG17	200162		1	118496288	118727848	-
SPAG1|6674	SPAG1	6674		8	101170263	101254130	+
SPAG4|6676	SPAG4	6676		20	34203809	34208965	+
SPAG5|10615	SPAG5	10615		17	26904585	26926056	-
SPAG6|9576	SPAG6	9576		10	22634399	22706538	+
SPAG7|9552	SPAG7	9552		17	4862523	4871132	-
SPAG8|26206	SPAG8	26206		9	35807784	35812259	-
SPAG9|9043	SPAG9	9043		17	49039536	49198226	-
SPAM1|6677	SPAM1	6677		7	123565329	123611459	+
SPANXA2|728712|1of2	SPANXA2	728712	1of2	X	140677859	140678889	+
SPANXA2|728712|2of2	SPANXA2	728712	2of2	X	140671806	140672836	-
SPANXB2|100133171|1of2	SPANXB2	100133171	1of2	X	140084756	140085870	+
SPANXB2|100133171|2of2	SPANXB2	100133171	2of2	X	140096761	140097875	+
SPANXC|64663	SPANXC	64663		X	140335597	140672860	-
SPANXE|171489	SPANXE	171489		X	140785569	140786655	-
SPANXN1|494118	SPANXN1	494118		X	144329107	144337728	+
SPANXN2|494119	SPANXN2	494119		X	142795056	142804516	-
SPANXN3|139067	SPANXN3	139067		X	142596565	142605307	-
SPANXN4|441525	SPANXN4	441525		X	142113704	142122065	+
SPANXN5|494197	SPANXN5	494197		X	52825186	52826388	-
SPARCL1|8404	SPARCL1	8404		4	88394490	88450655	-
SPARC|6678	SPARC	6678		5	151041019	151066517	-
SPAST|6683	SPAST	6683		2	32288680	32382705	+
SPATA12|353324	SPATA12	353324		3	57094469	57109460	+
SPATA13|221178	SPATA13	221178		13	24553839	24878048	+
SPATA16|83893	SPATA16	83893		3	172607148	172859032	-
SPATA17|128153	SPATA17	128153		1	217804695	218040502	+
SPATA18|132671	SPATA18	132671		4	52917593	52963457	+
SPATA19|219938	SPATA19	219938		11	133710517	133715392	-
SPATA1|64173	SPATA1	64173		1	84971974	85031875	+
SPATA20|64847	SPATA20	64847		17	48620419	48633211	+
SPATA21|374955	SPATA21	374955		1	16722176	16763919	-
SPATA22|84690	SPATA22	84690		17	3343316	3417146	-
SPATA24|202051	SPATA24	202051		5	138732255	138739776	-
SPATA2L|124044	SPATA2L	124044		16	89762766	89768099	-
SPATA2|9825	SPATA2	9825		20	48519931	48532080	-
SPATA3|130560	SPATA3	130560		2	231860839	231889770	+
SPATA4|132851	SPATA4	132851		4	177105725	177116822	-
SPATA5L1|79029	SPATA5L1	79029		15	45694519	45713614	+
SPATA5|166378	SPATA5	166378		4	123844225	124240602	+
SPATA6|54558	SPATA6	54558		1	48764278	48937845	-
SPATA7|55812	SPATA7	55812		14	88852012	88904802	+
SPATA8|145946	SPATA8	145946		15	97326679	97328844	+
SPATA9|83890	SPATA9	83890		5	94987885	95018714	-
SPATC1|375686	SPATC1	375686		8	145086582	145102014	+
SPATS1|221409	SPATS1	221409		6	44240803	44344903	+
SPATS2L|26010	SPATS2L	26010		2	201170604	201346982	+
SPATS2|65244	SPATS2	65244		12	49760688	49921207	+
SPC24|147841	SPC24	147841		19	11257831	11266484	-
SPC25|57405	SPC25	57405		2	169727402	169746944	-
SPCS1|28972	SPCS1	28972		3	52739857	52742195	+
SPCS2|9789	SPCS2	9789		11	74660292	74690076	+
SPCS3|60559	SPCS3	60559		4	177241090	177253394	+
SPDEF|25803	SPDEF	25803		6	34505580	34524091	-
SPDYA|245711	SPDYA	245711		2	29005383	29073473	+
SPDYC|387778	SPDYC	387778		11	64937707	64940687	+
SPDYE1|285955	SPDYE1	285955		7	44040489	44049722	+
SPDYE2|441273|1of2	SPDYE2	441273	1of2	7	102191679	102202755	+
SPDYE2|441273|2of2	SPDYE2	441273	2of2	7	102290772	102301845	+
SPDYE3|441272	SPDYE3	441272		7	99912064	99918757	+
SPDYE4|388333	SPDYE4	388333		17	8656424	8661877	-
SPDYE5|442590	SPDYE5	442590		7	75124299	75133627	+
SPDYE6|729597	SPDYE6	729597		7	101986193	101996889	-
SPDYE7P|441251	SPDYE7P	441251		7	72333318	72339655	-
SPDYE8P|389517|1of2	SPDYE8P	389517	1of2	7	74936533	74974605	+
SPDYE8P|389517|2of2	SPDYE8P	389517	2of2	7	72490261	72500309	-
