unique	mir-name	mirbase-id	mir-type	chromosome	start-loc	end-loc	strand	pre-mir-names	pre-mirbase-ids
hsa-miR-4433a-3p|MIMAT0018949	hsa-miR-4433a-3p	MIMAT0018949	mature-mir				MI0016773	hsa-mir-4433a
hsa-miR-4434|MIMAT0018950	hsa-miR-4434	MIMAT0018950	mature-mir				MI0016774	hsa-mir-4434
hsa-miR-4435|MIMAT0018951	hsa-miR-4435	MIMAT0018951	mature-mir				MI0016775,MI0016777	hsa-mir-4435-1,hsa-mir-4435-2
hsa-miR-4436a|MIMAT0018952	hsa-miR-4436a	MIMAT0018952	mature-mir				MI0016776	hsa-mir-4436a
hsa-miR-4437|MIMAT0018953	hsa-miR-4437	MIMAT0018953	mature-mir				MI0016778	hsa-mir-4437
hsa-miR-548ae-3p|MIMAT0018954	hsa-miR-548ae-3p	MIMAT0018954	mature-mir				MI0016779,MI0016780	hsa-mir-548ae-1,hsa-mir-548ae-2
hsa-miR-4438|MIMAT0018956	hsa-miR-4438	MIMAT0018956	mature-mir				MI0016781	hsa-mir-4438
hsa-miR-4439|MIMAT0018957	hsa-miR-4439	MIMAT0018957	mature-mir				MI0016782	hsa-mir-4439
hsa-miR-4440|MIMAT0018958	hsa-miR-4440	MIMAT0018958	mature-mir				MI0016783	hsa-mir-4440
hsa-miR-4441|MIMAT0018959	hsa-miR-4441	MIMAT0018959	mature-mir				MI0016784	hsa-mir-4441
hsa-miR-4442|MIMAT0018960	hsa-miR-4442	MIMAT0018960	mature-mir				MI0016785	hsa-mir-4442
hsa-miR-4443|MIMAT0018961	hsa-miR-4443	MIMAT0018961	mature-mir				MI0016786	hsa-mir-4443
hsa-miR-4444|MIMAT0018962	hsa-miR-4444	MIMAT0018962	mature-mir				MI0016787,MI0019111	hsa-mir-4444-1,hsa-mir-4444-2
hsa-miR-4445-5p|MIMAT0018963	hsa-miR-4445-5p	MIMAT0018963	mature-mir				MI0016788	hsa-mir-4445
hsa-miR-4445-3p|MIMAT0018964	hsa-miR-4445-3p	MIMAT0018964	mature-mir				MI0016788	hsa-mir-4445
hsa-miR-4446-5p|MIMAT0019233	hsa-miR-4446-5p	MIMAT0019233	mature-mir				MI0016789	hsa-mir-4446
hsa-miR-4446-3p|MIMAT0018965	hsa-miR-4446-3p	MIMAT0018965	mature-mir				MI0016789	hsa-mir-4446
hsa-miR-4447|MIMAT0018966	hsa-miR-4447	MIMAT0018966	mature-mir				MI0016790	hsa-mir-4447
hsa-miR-4448|MIMAT0018967	hsa-miR-4448	MIMAT0018967	mature-mir				MI0016791	hsa-mir-4448
hsa-miR-4449|MIMAT0018968	hsa-miR-4449	MIMAT0018968	mature-mir				MI0016792	hsa-mir-4449
hsa-miR-548ag|MIMAT0018969	hsa-miR-548ag	MIMAT0018969	mature-mir				MI0016793,MI0016794	hsa-mir-548ag-1,hsa-mir-548ag-2
hsa-miR-4450|MIMAT0018971	hsa-miR-4450	MIMAT0018971	mature-mir				MI0016795	hsa-mir-4450
hsa-miR-548ah-5p|MIMAT0018972	hsa-miR-548ah-5p	MIMAT0018972	mature-mir				MI0016796	hsa-mir-548ah
hsa-miR-4451|MIMAT0018973	hsa-miR-4451	MIMAT0018973	mature-mir				MI0016797	hsa-mir-4451
hsa-miR-4452|MIMAT0018974	hsa-miR-4452	MIMAT0018974	mature-mir				MI0016798	hsa-mir-4452
hsa-miR-4453|MIMAT0018975	hsa-miR-4453	MIMAT0018975	mature-mir				MI0016799	hsa-mir-4453
hsa-miR-4454|MIMAT0018976	hsa-miR-4454	MIMAT0018976	mature-mir				MI0016800	hsa-mir-4454
hsa-miR-4455|MIMAT0018977	hsa-miR-4455	MIMAT0018977	mature-mir				MI0016801	hsa-mir-4455
hsa-miR-4456|MIMAT0018978	hsa-miR-4456	MIMAT0018978	mature-mir				MI0016802	hsa-mir-4456
hsa-miR-4457|MIMAT0018979	hsa-miR-4457	MIMAT0018979	mature-mir				MI0016803	hsa-mir-4457
hsa-miR-4458|MIMAT0018980	hsa-miR-4458	MIMAT0018980	mature-mir				MI0016804	hsa-mir-4458
hsa-miR-4459|MIMAT0018981	hsa-miR-4459	MIMAT0018981	mature-mir				MI0016805	hsa-mir-4459
hsa-miR-4460|MIMAT0018982	hsa-miR-4460	MIMAT0018982	mature-mir				MI0016806	hsa-mir-4460
hsa-miR-4461|MIMAT0018983	hsa-miR-4461	MIMAT0018983	mature-mir				MI0016807	hsa-mir-4461
hsa-miR-378h|MIMAT0018984	hsa-miR-378h	MIMAT0018984	mature-mir				MI0016808	hsa-mir-378h
hsa-miR-3135b|MIMAT0018985	hsa-miR-3135b	MIMAT0018985	mature-mir				MI0016809	hsa-mir-3135b
hsa-miR-4462|MIMAT0018986	hsa-miR-4462	MIMAT0018986	mature-mir				MI0016810	hsa-mir-4462
hsa-miR-4463|MIMAT0018987	hsa-miR-4463	MIMAT0018987	mature-mir				MI0016811	hsa-mir-4463
hsa-miR-4464|MIMAT0018988	hsa-miR-4464	MIMAT0018988	mature-mir				MI0016812	hsa-mir-4464
hsa-miR-548ai|MIMAT0018989	hsa-miR-548ai	MIMAT0018989	mature-mir				MI0016813	hsa-mir-548ai
hsa-miR-548aj-3p|MIMAT0018990	hsa-miR-548aj-3p	MIMAT0018990	mature-mir				MI0016814,MI0016815	hsa-mir-548aj-1,hsa-mir-548aj-2
hsa-miR-4465|MIMAT0018992	hsa-miR-4465	MIMAT0018992	mature-mir				MI0016816	hsa-mir-4465
hsa-miR-4466|MIMAT0018993	hsa-miR-4466	MIMAT0018993	mature-mir				MI0016817	hsa-mir-4466
hsa-miR-4467|MIMAT0018994	hsa-miR-4467	MIMAT0018994	mature-mir				MI0016818	hsa-mir-4467
hsa-miR-4468|MIMAT0018995	hsa-miR-4468	MIMAT0018995	mature-mir				MI0016819	hsa-mir-4468
hsa-miR-4469|MIMAT0018996	hsa-miR-4469	MIMAT0018996	mature-mir				MI0016820	hsa-mir-4469
hsa-miR-4470|MIMAT0018997	hsa-miR-4470	MIMAT0018997	mature-mir				MI0016821	hsa-mir-4470
hsa-miR-4471|MIMAT0018998	hsa-miR-4471	MIMAT0018998	mature-mir				MI0016822	hsa-mir-4471
hsa-miR-4472|MIMAT0018999	hsa-miR-4472	MIMAT0018999	mature-mir				MI0016823,MI0016824	hsa-mir-4472-1,hsa-mir-4472-2
hsa-miR-4473|MIMAT0019000	hsa-miR-4473	MIMAT0019000	mature-mir				MI0016825	hsa-mir-4473
hsa-miR-4474-5p|MIMAT0019234	hsa-miR-4474-5p	MIMAT0019234	mature-mir				MI0016826	hsa-mir-4474
hsa-miR-4474-3p|MIMAT0019001	hsa-miR-4474-3p	MIMAT0019001	mature-mir				MI0016826	hsa-mir-4474
hsa-miR-4475|MIMAT0019002	hsa-miR-4475	MIMAT0019002	mature-mir				MI0016827	hsa-mir-4475
hsa-miR-4476|MIMAT0019003	hsa-miR-4476	MIMAT0019003	mature-mir				MI0016828	hsa-mir-4476
hsa-miR-4477a|MIMAT0019004	hsa-miR-4477a	MIMAT0019004	mature-mir				MI0016829	hsa-mir-4477a
hsa-miR-4477b|MIMAT0019005	hsa-miR-4477b	MIMAT0019005	mature-mir				MI0016830	hsa-mir-4477b
hsa-miR-4478|MIMAT0019006	hsa-miR-4478	MIMAT0019006	mature-mir				MI0016831	hsa-mir-4478
hsa-miR-3689c|MIMAT0019007	hsa-miR-3689c	MIMAT0019007	mature-mir				MI0016832	hsa-mir-3689c
hsa-miR-3689d|MIMAT0019008	hsa-miR-3689d	MIMAT0019008	mature-mir				MI0016834,MI0016835	hsa-mir-3689d-1,hsa-mir-3689d-2
hsa-miR-3689e|MIMAT0019009	hsa-miR-3689e	MIMAT0019009	mature-mir				MI0016836	hsa-mir-3689e
hsa-miR-3689f|MIMAT0019010	hsa-miR-3689f	MIMAT0019010	mature-mir				MI0016837	hsa-mir-3689f
hsa-miR-4479|MIMAT0019011	hsa-miR-4479	MIMAT0019011	mature-mir				MI0016838	hsa-mir-4479
hsa-miR-3155b|MIMAT0019012	hsa-miR-3155b	MIMAT0019012	mature-mir				MI0016839	hsa-mir-3155b
hsa-miR-548ak|MIMAT0019013	hsa-miR-548ak	MIMAT0019013	mature-mir				MI0016840	hsa-mir-548ak
hsa-miR-4480|MIMAT0019014	hsa-miR-4480	MIMAT0019014	mature-mir				MI0016841	hsa-mir-4480
hsa-miR-4481|MIMAT0019015	hsa-miR-4481	MIMAT0019015	mature-mir				MI0016842	hsa-mir-4481
hsa-miR-4482-5p|MIMAT0019016	hsa-miR-4482-5p	MIMAT0019016	mature-mir				MI0016843	hsa-mir-4482
hsa-miR-4483|MIMAT0019017	hsa-miR-4483	MIMAT0019017	mature-mir				MI0016844	hsa-mir-4483
hsa-miR-4484|MIMAT0019018	hsa-miR-4484	MIMAT0019018	mature-mir				MI0016845	hsa-mir-4484
hsa-miR-4485-3p|MIMAT0019019	hsa-miR-4485-3p	MIMAT0019019	mature-mir				MI0016846	hsa-mir-4485
hsa-miR-4486|MIMAT0019020	hsa-miR-4486	MIMAT0019020	mature-mir				MI0016847	hsa-mir-4486
hsa-miR-4487|MIMAT0019021	hsa-miR-4487	MIMAT0019021	mature-mir				MI0016848	hsa-mir-4487
hsa-miR-4488|MIMAT0019022	hsa-miR-4488	MIMAT0019022	mature-mir				MI0016849	hsa-mir-4488
hsa-miR-4489|MIMAT0019023	hsa-miR-4489	MIMAT0019023	mature-mir				MI0016850	hsa-mir-4489
hsa-miR-548al|MIMAT0019024	hsa-miR-548al	MIMAT0019024	mature-mir				MI0016851	hsa-mir-548al
hsa-miR-4490|MIMAT0019025	hsa-miR-4490	MIMAT0019025	mature-mir				MI0016852	hsa-mir-4490
hsa-miR-4491|MIMAT0019026	hsa-miR-4491	MIMAT0019026	mature-mir				MI0016853	hsa-mir-4491
hsa-miR-4492|MIMAT0019027	hsa-miR-4492	MIMAT0019027	mature-mir				MI0016854	hsa-mir-4492
hsa-miR-4493|MIMAT0019028	hsa-miR-4493	MIMAT0019028	mature-mir				MI0016855	hsa-mir-4493
hsa-miR-4494|MIMAT0019029	hsa-miR-4494	MIMAT0019029	mature-mir				MI0016856	hsa-mir-4494
hsa-miR-4495|MIMAT0019030	hsa-miR-4495	MIMAT0019030	mature-mir				MI0016857	hsa-mir-4495
hsa-miR-4496|MIMAT0019031	hsa-miR-4496	MIMAT0019031	mature-mir				MI0016858	hsa-mir-4496
hsa-miR-4497|MIMAT0019032	hsa-miR-4497	MIMAT0019032	mature-mir				MI0016859	hsa-mir-4497
hsa-miR-4498|MIMAT0019033	hsa-miR-4498	MIMAT0019033	mature-mir				MI0016860	hsa-mir-4498
hsa-miR-4419b|MIMAT0019034	hsa-miR-4419b	MIMAT0019034	mature-mir				MI0016861	hsa-mir-4419b
hsa-miR-4499|MIMAT0019035	hsa-miR-4499	MIMAT0019035	mature-mir				MI0016862	hsa-mir-4499
hsa-miR-4500|MIMAT0019036	hsa-miR-4500	MIMAT0019036	mature-mir				MI0016863	hsa-mir-4500
hsa-miR-4501|MIMAT0019037	hsa-miR-4501	MIMAT0019037	mature-mir				MI0016864	hsa-mir-4501
hsa-miR-4502|MIMAT0019038	hsa-miR-4502	MIMAT0019038	mature-mir				MI0016865	hsa-mir-4502
hsa-miR-4503|MIMAT0019039	hsa-miR-4503	MIMAT0019039	mature-mir				MI0016866	hsa-mir-4503
hsa-miR-4504|MIMAT0019040	hsa-miR-4504	MIMAT0019040	mature-mir				MI0016867	hsa-mir-4504
hsa-miR-4505|MIMAT0019041	hsa-miR-4505	MIMAT0019041	mature-mir				MI0016868	hsa-mir-4505
hsa-miR-4506|MIMAT0019042	hsa-miR-4506	MIMAT0019042	mature-mir				MI0016869	hsa-mir-4506
hsa-miR-2392|MIMAT0019043	hsa-miR-2392	MIMAT0019043	mature-mir				MI0016870	hsa-mir-2392
hsa-miR-4507|MIMAT0019044	hsa-miR-4507	MIMAT0019044	mature-mir				MI0016871	hsa-mir-4507
hsa-miR-4508|MIMAT0019045	hsa-miR-4508	MIMAT0019045	mature-mir				MI0016872	hsa-mir-4508
hsa-miR-4509|MIMAT0019046	hsa-miR-4509	MIMAT0019046	mature-mir				MI0016873,MI0016874,MI0016875	hsa-mir-4509-1,hsa-mir-4509-2,hsa-mir-4509-3
hsa-miR-4510|MIMAT0019047	hsa-miR-4510	MIMAT0019047	mature-mir				MI0016876	hsa-mir-4510
hsa-miR-4511|MIMAT0019048	hsa-miR-4511	MIMAT0019048	mature-mir				MI0016877	hsa-mir-4511
hsa-miR-4512|MIMAT0019049	hsa-miR-4512	MIMAT0019049	mature-mir				MI0016878	hsa-mir-4512
hsa-miR-4513|MIMAT0019050	hsa-miR-4513	MIMAT0019050	mature-mir				MI0016879	hsa-mir-4513
hsa-miR-4514|MIMAT0019051	hsa-miR-4514	MIMAT0019051	mature-mir				MI0016880	hsa-mir-4514
hsa-miR-4515|MIMAT0019052	hsa-miR-4515	MIMAT0019052	mature-mir				MI0016881	hsa-mir-4515
hsa-miR-4516|MIMAT0019053	hsa-miR-4516	MIMAT0019053	mature-mir				MI0016882	hsa-mir-4516
hsa-miR-4517|MIMAT0019054	hsa-miR-4517	MIMAT0019054	mature-mir				MI0016883	hsa-mir-4517
hsa-miR-4518|MIMAT0019055	hsa-miR-4518	MIMAT0019055	mature-mir				MI0016884	hsa-mir-4518
hsa-miR-4519|MIMAT0019056	hsa-miR-4519	MIMAT0019056	mature-mir				MI0016885	hsa-mir-4519
hsa-miR-4520-5p|MIMAT0019235	hsa-miR-4520-5p	MIMAT0019235	mature-mir				MI0016886,MI0017358	hsa-mir-4520-1,hsa-mir-4520-2
hsa-miR-4520-3p|MIMAT0019057	hsa-miR-4520-3p	MIMAT0019057	mature-mir				MI0016886	hsa-mir-4520-1
hsa-miR-4521|MIMAT0019058	hsa-miR-4521	MIMAT0019058	mature-mir				MI0016887	hsa-mir-4521
hsa-miR-1269b|MIMAT0019059	hsa-miR-1269b	MIMAT0019059	mature-mir				MI0016888	hsa-mir-1269b
hsa-miR-4522|MIMAT0019060	hsa-miR-4522	MIMAT0019060	mature-mir				MI0016889	hsa-mir-4522
hsa-miR-4523|MIMAT0019061	hsa-miR-4523	MIMAT0019061	mature-mir				MI0016890	hsa-mir-4523
hsa-miR-4524a-5p|MIMAT0019062	hsa-miR-4524a-5p	MIMAT0019062	mature-mir				MI0016891	hsa-mir-4524a
hsa-miR-4524a-3p|MIMAT0019063	hsa-miR-4524a-3p	MIMAT0019063	mature-mir				MI0016891	hsa-mir-4524a
hsa-miR-4525|MIMAT0019064	hsa-miR-4525	MIMAT0019064	mature-mir				MI0016892	hsa-mir-4525
hsa-miR-4526|MIMAT0019065	hsa-miR-4526	MIMAT0019065	mature-mir				MI0016893	hsa-mir-4526
hsa-miR-4527|MIMAT0019066	hsa-miR-4527	MIMAT0019066	mature-mir				MI0016894	hsa-mir-4527
hsa-miR-4528|MIMAT0019067	hsa-miR-4528	MIMAT0019067	mature-mir				MI0016895	hsa-mir-4528
hsa-miR-4529-5p|MIMAT0019236	hsa-miR-4529-5p	MIMAT0019236	mature-mir				MI0016896	hsa-mir-4529
hsa-miR-4529-3p|MIMAT0019068	hsa-miR-4529-3p	MIMAT0019068	mature-mir				MI0016896	hsa-mir-4529
hsa-miR-4530|MIMAT0019069	hsa-miR-4530	MIMAT0019069	mature-mir				MI0016897	hsa-mir-4530
hsa-miR-4531|MIMAT0019070	hsa-miR-4531	MIMAT0019070	mature-mir				MI0016898	hsa-mir-4531
hsa-miR-4532|MIMAT0019071	hsa-miR-4532	MIMAT0019071	mature-mir				MI0016899	hsa-mir-4532
hsa-miR-4533|MIMAT0019072	hsa-miR-4533	MIMAT0019072	mature-mir				MI0016900	hsa-mir-4533
hsa-miR-4534|MIMAT0019073	hsa-miR-4534	MIMAT0019073	mature-mir				MI0016901	hsa-mir-4534
hsa-miR-378i|MIMAT0019074	hsa-miR-378i	MIMAT0019074	mature-mir				MI0016902	hsa-mir-378i
hsa-miR-4535|MIMAT0019075	hsa-miR-4535	MIMAT0019075	mature-mir				MI0016903	hsa-mir-4535
hsa-miR-548am-3p|MIMAT0019076	hsa-miR-548am-3p	MIMAT0019076	mature-mir				MI0016904	hsa-mir-548am
hsa-miR-1587|MIMAT0019077	hsa-miR-1587	MIMAT0019077	mature-mir				MI0016905	hsa-mir-1587
hsa-miR-4536-5p|MIMAT0019078	hsa-miR-4536-5p	MIMAT0019078	mature-mir				MI0016906,MI0019149	hsa-mir-4536-1,hsa-mir-4536-2
hsa-miR-548an|MIMAT0019079	hsa-miR-548an	MIMAT0019079	mature-mir				MI0016907	hsa-mir-548an
hsa-miR-4537|MIMAT0019080	hsa-miR-4537	MIMAT0019080	mature-mir				MI0016908	hsa-mir-4537
hsa-miR-4538|MIMAT0019081	hsa-miR-4538	MIMAT0019081	mature-mir				MI0016909	hsa-mir-4538
hsa-miR-4539|MIMAT0019082	hsa-miR-4539	MIMAT0019082	mature-mir				MI0016910	hsa-mir-4539
hsa-miR-4540|MIMAT0019083	hsa-miR-4540	MIMAT0019083	mature-mir				MI0016911	hsa-mir-4540
hsa-miR-3960|MIMAT0019337	hsa-miR-3960	MIMAT0019337	mature-mir				MI0016964	hsa-mir-3960
hsa-miR-3972|MIMAT0019357	hsa-miR-3972	MIMAT0019357	mature-mir				MI0016990	hsa-mir-3972
hsa-miR-3973|MIMAT0019358	hsa-miR-3973	MIMAT0019358	mature-mir				MI0016991	hsa-mir-3973
hsa-miR-3974|MIMAT0019359	hsa-miR-3974	MIMAT0019359	mature-mir				MI0016992	hsa-mir-3974
hsa-miR-3975|MIMAT0019360	hsa-miR-3975	MIMAT0019360	mature-mir				MI0016993	hsa-mir-3975
hsa-miR-3976|MIMAT0019361	hsa-miR-3976	MIMAT0019361	mature-mir				MI0016994	hsa-mir-3976
hsa-miR-3977|MIMAT0019362	hsa-miR-3977	MIMAT0019362	mature-mir				MI0016995	hsa-mir-3977
hsa-miR-3978|MIMAT0019363	hsa-miR-3978	MIMAT0019363	mature-mir				MI0016996	hsa-mir-3978
hsa-miR-4632-3p|MIMAT0019688	hsa-miR-4632-3p	MIMAT0019688	mature-mir				MI0017259	hsa-mir-4632
hsa-miR-4633-5p|MIMAT0019689	hsa-miR-4633-5p	MIMAT0019689	mature-mir				MI0017260	hsa-mir-4633
hsa-miR-4633-3p|MIMAT0019690	hsa-miR-4633-3p	MIMAT0019690	mature-mir				MI0017260	hsa-mir-4633
hsa-miR-4634|MIMAT0019691	hsa-miR-4634	MIMAT0019691	mature-mir				MI0017261	hsa-mir-4634
hsa-miR-4635|MIMAT0019692	hsa-miR-4635	MIMAT0019692	mature-mir				MI0017262	hsa-mir-4635
hsa-miR-4636|MIMAT0019693	hsa-miR-4636	MIMAT0019693	mature-mir				MI0017263	hsa-mir-4636
hsa-miR-4637|MIMAT0019694	hsa-miR-4637	MIMAT0019694	mature-mir				MI0017264	hsa-mir-4637
hsa-miR-4638-5p|MIMAT0019695	hsa-miR-4638-5p	MIMAT0019695	mature-mir				MI0017265	hsa-mir-4638
hsa-miR-4638-3p|MIMAT0019696	hsa-miR-4638-3p	MIMAT0019696	mature-mir				MI0017265	hsa-mir-4638
hsa-miR-4639-5p|MIMAT0019697	hsa-miR-4639-5p	MIMAT0019697	mature-mir				MI0017266	hsa-mir-4639
hsa-miR-4639-3p|MIMAT0019698	hsa-miR-4639-3p	MIMAT0019698	mature-mir				MI0017266	hsa-mir-4639
hsa-miR-4640-5p|MIMAT0019699	hsa-miR-4640-5p	MIMAT0019699	mature-mir				MI0017267	hsa-mir-4640
hsa-miR-4640-3p|MIMAT0019700	hsa-miR-4640-3p	MIMAT0019700	mature-mir				MI0017267	hsa-mir-4640
hsa-miR-4641|MIMAT0019701	hsa-miR-4641	MIMAT0019701	mature-mir				MI0017268	hsa-mir-4641
hsa-miR-4642|MIMAT0019702	hsa-miR-4642	MIMAT0019702	mature-mir				MI0017269	hsa-mir-4642
hsa-miR-4643|MIMAT0019703	hsa-miR-4643	MIMAT0019703	mature-mir				MI0017270	hsa-mir-4643
hsa-miR-4644|MIMAT0019704	hsa-miR-4644	MIMAT0019704	mature-mir				MI0017271	hsa-mir-4644
hsa-miR-4645-5p|MIMAT0019705	hsa-miR-4645-5p	MIMAT0019705	mature-mir				MI0017272	hsa-mir-4645
hsa-miR-4645-3p|MIMAT0019706	hsa-miR-4645-3p	MIMAT0019706	mature-mir				MI0017272	hsa-mir-4645
hsa-miR-4646-5p|MIMAT0019707	hsa-miR-4646-5p	MIMAT0019707	mature-mir				MI0017273	hsa-mir-4646
hsa-miR-4646-3p|MIMAT0019708	hsa-miR-4646-3p	MIMAT0019708	mature-mir				MI0017273	hsa-mir-4646
hsa-miR-4647|MIMAT0019709	hsa-miR-4647	MIMAT0019709	mature-mir				MI0017274	hsa-mir-4647
hsa-miR-4648|MIMAT0019710	hsa-miR-4648	MIMAT0019710	mature-mir				MI0017275	hsa-mir-4648
hsa-miR-4649-5p|MIMAT0019711	hsa-miR-4649-5p	MIMAT0019711	mature-mir				MI0017276	hsa-mir-4649
hsa-miR-4649-3p|MIMAT0019712	hsa-miR-4649-3p	MIMAT0019712	mature-mir				MI0017276	hsa-mir-4649
hsa-miR-4650-5p|MIMAT0019713	hsa-miR-4650-5p	MIMAT0019713	mature-mir				MI0017277,MI0017278	hsa-mir-4650-1,hsa-mir-4650-2
hsa-miR-4650-3p|MIMAT0019714	hsa-miR-4650-3p	MIMAT0019714	mature-mir				MI0017277,MI0017278	hsa-mir-4650-1,hsa-mir-4650-2
hsa-miR-4651|MIMAT0019715	hsa-miR-4651	MIMAT0019715	mature-mir				MI0017279	hsa-mir-4651
hsa-miR-4652-5p|MIMAT0019716	hsa-miR-4652-5p	MIMAT0019716	mature-mir				MI0017280	hsa-mir-4652
hsa-miR-4652-3p|MIMAT0019717	hsa-miR-4652-3p	MIMAT0019717	mature-mir				MI0017280	hsa-mir-4652
hsa-miR-4653-5p|MIMAT0019718	hsa-miR-4653-5p	MIMAT0019718	mature-mir				MI0017281	hsa-mir-4653
hsa-miR-4653-3p|MIMAT0019719	hsa-miR-4653-3p	MIMAT0019719	mature-mir				MI0017281	hsa-mir-4653
hsa-miR-4654|MIMAT0019720	hsa-miR-4654	MIMAT0019720	mature-mir				MI0017282	hsa-mir-4654
hsa-miR-4655-5p|MIMAT0019721	hsa-miR-4655-5p	MIMAT0019721	mature-mir				MI0017283	hsa-mir-4655
hsa-miR-4655-3p|MIMAT0019722	hsa-miR-4655-3p	MIMAT0019722	mature-mir				MI0017283	hsa-mir-4655
hsa-miR-4656|MIMAT0019723	hsa-miR-4656	MIMAT0019723	mature-mir				MI0017284	hsa-mir-4656
hsa-miR-4657|MIMAT0019724	hsa-miR-4657	MIMAT0019724	mature-mir				MI0017285	hsa-mir-4657
hsa-miR-4658|MIMAT0019725	hsa-miR-4658	MIMAT0019725	mature-mir				MI0017286	hsa-mir-4658
hsa-miR-4659a-5p|MIMAT0019726	hsa-miR-4659a-5p	MIMAT0019726	mature-mir				MI0017287	hsa-mir-4659a
hsa-miR-4659a-3p|MIMAT0019727	hsa-miR-4659a-3p	MIMAT0019727	mature-mir				MI0017287	hsa-mir-4659a
hsa-miR-4660|MIMAT0019728	hsa-miR-4660	MIMAT0019728	mature-mir				MI0017288	hsa-mir-4660
hsa-miR-4661-5p|MIMAT0019729	hsa-miR-4661-5p	MIMAT0019729	mature-mir				MI0017289	hsa-mir-4661
hsa-miR-4661-3p|MIMAT0019730	hsa-miR-4661-3p	MIMAT0019730	mature-mir				MI0017289	hsa-mir-4661
hsa-miR-4662a-5p|MIMAT0019731	hsa-miR-4662a-5p	MIMAT0019731	mature-mir				MI0017290	hsa-mir-4662a
hsa-miR-4662a-3p|MIMAT0019732	hsa-miR-4662a-3p	MIMAT0019732	mature-mir				MI0017290	hsa-mir-4662a
hsa-miR-4659b-5p|MIMAT0019733	hsa-miR-4659b-5p	MIMAT0019733	mature-mir				MI0017291	hsa-mir-4659b
hsa-miR-4659b-3p|MIMAT0019734	hsa-miR-4659b-3p	MIMAT0019734	mature-mir				MI0017291	hsa-mir-4659b
hsa-miR-4663|MIMAT0019735	hsa-miR-4663	MIMAT0019735	mature-mir				MI0017292	hsa-mir-4663
hsa-miR-4662b|MIMAT0019736	hsa-miR-4662b	MIMAT0019736	mature-mir				MI0017293	hsa-mir-4662b
hsa-miR-4664-5p|MIMAT0019737	hsa-miR-4664-5p	MIMAT0019737	mature-mir				MI0017294	hsa-mir-4664
hsa-miR-4664-3p|MIMAT0019738	hsa-miR-4664-3p	MIMAT0019738	mature-mir				MI0017294	hsa-mir-4664
hsa-miR-4665-5p|MIMAT0019739	hsa-miR-4665-5p	MIMAT0019739	mature-mir				MI0017295	hsa-mir-4665
hsa-miR-4665-3p|MIMAT0019740	hsa-miR-4665-3p	MIMAT0019740	mature-mir				MI0017295	hsa-mir-4665
hsa-miR-4666a-5p|MIMAT0019741	hsa-miR-4666a-5p	MIMAT0019741	mature-mir				MI0017296	hsa-mir-4666a
hsa-miR-4666a-3p|MIMAT0019742	hsa-miR-4666a-3p	MIMAT0019742	mature-mir				MI0017296	hsa-mir-4666a
hsa-miR-4667-5p|MIMAT0019743	hsa-miR-4667-5p	MIMAT0019743	mature-mir				MI0017297	hsa-mir-4667
hsa-miR-4667-3p|MIMAT0019744	hsa-miR-4667-3p	MIMAT0019744	mature-mir				MI0017297	hsa-mir-4667
hsa-miR-4668-5p|MIMAT0019745	hsa-miR-4668-5p	MIMAT0019745	mature-mir				MI0017298	hsa-mir-4668
hsa-miR-4668-3p|MIMAT0019746	hsa-miR-4668-3p	MIMAT0019746	mature-mir				MI0017298	hsa-mir-4668
hsa-miR-219b-5p|MIMAT0019747	hsa-miR-219b-5p	MIMAT0019747	mature-mir				MI0017299	hsa-mir-219b
hsa-miR-219b-3p|MIMAT0019748	hsa-miR-219b-3p	MIMAT0019748	mature-mir				MI0017299	hsa-mir-219b
hsa-miR-4669|MIMAT0019749	hsa-miR-4669	MIMAT0019749	mature-mir				MI0017300	hsa-mir-4669
hsa-miR-4670-5p|MIMAT0019750	hsa-miR-4670-5p	MIMAT0019750	mature-mir				MI0017301	hsa-mir-4670
hsa-miR-4670-3p|MIMAT0019751	hsa-miR-4670-3p	MIMAT0019751	mature-mir				MI0017301	hsa-mir-4670
hsa-miR-4671-5p|MIMAT0019752	hsa-miR-4671-5p	MIMAT0019752	mature-mir				MI0017302	hsa-mir-4671
hsa-miR-4671-3p|MIMAT0019753	hsa-miR-4671-3p	MIMAT0019753	mature-mir				MI0017302	hsa-mir-4671
hsa-miR-4672|MIMAT0019754	hsa-miR-4672	MIMAT0019754	mature-mir				MI0017303	hsa-mir-4672
hsa-miR-4673|MIMAT0019755	hsa-miR-4673	MIMAT0019755	mature-mir				MI0017304	hsa-mir-4673
hsa-miR-4674|MIMAT0019756	hsa-miR-4674	MIMAT0019756	mature-mir				MI0017305	hsa-mir-4674
hsa-miR-4675|MIMAT0019757	hsa-miR-4675	MIMAT0019757	mature-mir				MI0017306	hsa-mir-4675
hsa-miR-4676-5p|MIMAT0019758	hsa-miR-4676-5p	MIMAT0019758	mature-mir				MI0017307	hsa-mir-4676
hsa-miR-4676-3p|MIMAT0019759	hsa-miR-4676-3p	MIMAT0019759	mature-mir				MI0017307	hsa-mir-4676
hsa-miR-4677-5p|MIMAT0019760	hsa-miR-4677-5p	MIMAT0019760	mature-mir				MI0017308	hsa-mir-4677
hsa-miR-4677-3p|MIMAT0019761	hsa-miR-4677-3p	MIMAT0019761	mature-mir				MI0017308	hsa-mir-4677
hsa-miR-4678|MIMAT0019762	hsa-miR-4678	MIMAT0019762	mature-mir				MI0017309	hsa-mir-4678
