probe-id	chromosome	start	stop	strand	genes
cg20895877	14	93788239	93788241	-	PRIMA1
cg20896197	10	89701349	89701351	+	AL157400.3;KIF20B
cg20897667	19	56839844	56839846	+	MIMT1;PEG3;ZIM2
cg20899053	7	157010502	157010504	+	MNX1;MNX1-AS1
cg20899321	11	76669560	76669562	-	LRRC32
cg20900524	1	40097598	40097600	-	PPT1
cg20902737	17	44899073	44899075	-	CCDC103;EFTUD2;FAM187A
cg20903926	1	54806003	54806005	+	LEXM
cg20904010	22	33006407	33006409	+	SYN3
cg20904141	17	38297164	38297166	-	MRPL45
cg20906802	6	47782049	47782051	+	OPN5
cg20907471	20	21698886	21698888	+	LINC01726
cg20908204	19	45782175	45782177	-	AC011530.1;DMPK
cg20908993	14	67359660	67359662	+	ATP6V1D;EIF2S1
cg20909686	11	65786570	65786572	+	OVOL1
cg20910436	10	73096627	73096629	-	P4HA1
cg20910746	11	27040868	27040870	+	BBOX1
cg20913782	1	34859931	34859933	+	SMIM12
cg20914508	3	115623485	115623487	-	GAP43
cg20916483	11	6234610	6234612	+	CNGA4;FAM160A2
cg20916523	3	10142899	10142901	+	VHL
cg20917484	12	6534899	6534901	+	AC006064.3;GAPDH
cg20918903	2	86441377	86441379	+	KDM3A
cg20919133	7	152437047	152437049	+	FABP5P3;KMT2C
cg20919556	6	154510915	154510917	+	AL357075.3;AL357075.4;CNKSR3
cg20919799	11	2885436	2885438	+	CDKN1C
cg20922422	X	24647551	24647553	-	PCYT1B
cg20923575	17	58518911	58518913	+	MTMR4;SEPTIN4-AS1
cg20924286	3	170418370	170418372	+	AC026316.4;AC073288.2;CLDN11
cg20925178	10	100267870	100267872	-	CWF19L1
cg20925482	20	44211241	44211243	-	OSER1;OSER1-DT
cg20925811	20	46009877	46009879	+	MMP9
cg20925954	10	110496881	110496883	-	AL355512.1;DUSP5
cg20925955	6	155091047	155091049	+	TIAM2
cg20927059	12	51173328	51173330	+	TFCP2
cg20930618	1	151189680	151189682	+	VPS72
cg20931907	X	51406889	51406891	-	AL158055.1;EZHIP
cg20932053	12	68964312	68964314	-	CPM
cg20932765	1	114511521	114511523	+	TRIM33
cg20935106	12	6452062	6452064	-	CD27-AS1;TAPBPL
cg20937139	4	156971605	156971607	-	AC093325.1;PDGFC
cg20938286	3	98523080	98523082	+	AC021660.2;AC021660.3;CLDND1
cg20938359	12	213083	213085	-	SLC6A12
cg20938689	5	86618097	86618099	+	COX7C
cg20939319	8	30850184	30850186	+	TEX15
cg20940661	2	17878818	17878820	+	KCNS3
cg20945531	6	113903847	113903849	-	LINC02880
cg20947775	4	82799086	82799088	+	SCD5
cg20948472	5	140700261	140700263	+	ZMAT2
cg20950011	18	12254377	12254379	+	CIDEA
cg20950277	4	121164085	121164087	-	TNIP3
cg20951444	1	32871510	32871512	+	FNDC5
cg20951539	6	36400041	36400043	+	PXT1
cg20951726	8	11285227	11285229	+	AF131216.4;MTMR9
cg20951821	5	74641315	74641317	-	ENC1;HEXB
cg20953047	1	206946676	206946678	-	PIGR
cg20955688	8	132760642	132760644	-	TMEM71
cg20955831	6	25279559	25279561	-	CARMIL1;CMAHP
cg20956314	3	38345807	38345809	-	XYLB
cg20956373	1	21783063	21783065	-	USP48
cg20957193	16	74998875	74998877	+	WDR59;ZNRF1
cg20959523	2	163735966	163735968	-	FIGN
cg20959866	1	4653947	4653949	+	AJAP1
cg20964758	X	130903182	130903184	-	ENOX2
cg20965815	6	30951735	30951737	+	HCG21;MUCL3;SFTA2
cg20966551	19	12838245	12838247	+	HOOK2;MAST1
cg20966972	8	42051944	42051946	-	KAT6A
cg20967028	12	14843337	14843339	+	AC007655.1;ART4;C12orf60
cg20967220	6	53148848	53148850	+	GCM1
cg20969242	1	155857252	155857254	-	GON4L
cg20969846	20	62938868	62938870	+	DIDO1;GID8
cg20970875	19	8343452	8343454	-	KANK3
cg20972214	12	7936221	7936223	+	SLC2A3
cg20972416	2	219160495	219160497	-	AC068946.1;NHEJ1
cg20972495	3	42583386	42583388	-	SEC22C;SS18L2
cg20972543	4	88593025	88593027	+	AC098582.1;HERC3
cg20972553	14	75432233	75432235	-	JDP2
cg20973210	19	2282729	2282731	-	AC005258.1;PEAK3
cg20974196	19	859982	859984	+	CFD
cg20975478	1	43991646	43991648	+	CCDC24;SLC6A9
cg20977411	1	154936977	154936979	-	AL451085.1;PMVK
cg20977864	16	71230386	71230388	+	HYDIN
cg20979602	5	79612306	79612308	+	TENT2
cg20979799	6	116877396	116877398	+	RFX6
cg20979896	20	31952154	31952156	-	PDRG1
cg20980592	6	46793297	46793299	-	MEP1A
cg20981615	4	48134262	48134264	+	TXK
cg20981893	16	67431557	67431559	-	AC009061.1;HSD11B2
cg20982583	22	37953709	37953711	+	C22orf23;POLR2F
cg20985014	6	112052947	112052949	-	CCN6
cg20986134	5	126776746	126776748	+	LMNB1;LMNB1-DT
cg20987610	8	94209791	94209793	+	CDH17
cg20988616	6	131637003	131637005	-	ENPP3
cg20988728	22	31292515	31292517	+	PIK3IP1;PIK3IP1-DT
cg20991095	6	41895359	41895361	-	USP49
cg20991801	7	39951129	39951131	+	AC072061.1;CDK13
cg20993403	20	36112406	36112408	+	EPB41L1
cg20994561	8	142463038	142463040	-	ADGRB1
cg20994801	1	9651339	9651341	+	PIK3CD
cg20998885	20	18814188	18814190	+	SCP2D1;SCP2D1-AS1
cg20999813	16	84700407	84700409	+	USP10
cg20999934	9	33290512	33290514	-	NFX1
cg21000021	17	4555673	4555675	-	MYBBP1A
cg21003606	7	72412251	72412253	-	CALN1
cg21004129	2	218167300	218167302	-	CXCR1
cg21006686	12	117362434	117362436	+	NOS1
cg21008709	3	42581457	42581459	-	SEC22C;SS18L2
cg21008828	3	195908093	195908095	-	TNK2;TNK2-AS1
cg21010050	3	100260974	100260976	+	AC129803.1;TBC1D23
cg21010197	1	37692752	37692754	+	C1orf109;CDCA8
cg21010262	9	135499403	135499405	+	C9orf116;MRPS2
cg21011830	19	17860045	17860047	+	RPL18A
cg21012874	10	86958635	86958637	-	MMRN2;SNCG
cg21016177	17	76104125	76104127	-	EXOC7
cg21017752	10	91633445	91633447	-	PPP1R3C
cg21019522	11	2899558	2899560	+	SLC22A18;SLC22A18AS
cg21019820	3	49021775	49021777	+	DALRD3;MIR191;NDUFAF3
cg21020082	2	219177404	219177406	-	CNPPD1;RETREG2
cg21020710	19	58228436	58228438	+	AC020915.4;ZNF544
cg21021629	21	14968400	14968402	+	AF127577.4;NRIP1
cg21022247	12	51324525	51324527	+	BIN2
cg21022395	10	110962681	110962683	+	SHOC2
cg21022435	11	129894022	129894024	+	NFRKB
cg21023001	20	23086450	23086452	+	CD93
cg21023114	9	21241233	21241235	+	IFNA14
cg21023770	20	45888587	45888589	-	SPATA25
cg21024145	16	18790312	18790314	+	AC138811.2;RPS15A
cg21024391	1	92299340	92299342	-	GLMN;RPAP2
cg21026663	6	26189005	26189007	+	H4C4
cg21028326	22	50244758	50244760	+	TUBGCP6
cg21029904	19	23394911	23394913	-	ZNF91
cg21030400	19	2052564	2052566	+	MKNK2
cg21030483	X	149632021	149632023	-	TMEM185A
cg21030598	3	196739553	196739555	-	PAK2
cg21032203	1	71081156	71081158	-	ZRANB2;ZRANB2-AS2
cg21032583	3	197958931	197958933	+	IQCG;LMLN
cg21033494	10	46045706	46045708	+	MSMB
cg21033855	15	43370382	43370384	+	TUBGCP4;ZSCAN29
cg21034676	5	136028862	136028864	+	TGFBI
cg21035142	7	151439853	151439855	-	CRYGN
cg21037570	2	86195733	86195735	-	AC009309.1;IMMT
cg21038229	16	4477003	4477005	+	HMOX2;NMRAL1
cg21038703	17	44170989	44170991	-	ASB16
cg21038964	1	155140737	155140739	-	DPM3
cg21039631	1	116570231	116570233	-	CD58
cg21039679	15	38697536	38697538	-	LINC02694
cg21039822	17	81911259	81911261	-	PCYT2
cg21041127	7	16882796	16882798	-	AGR3
cg21042619	11	86244938	86244940	+	EED
cg21043558	7	140925564	140925566	+	BRAF
cg21043754	11	61333059	61333061	-	DDB1;TKFC
cg21044104	3	42410383	42410385	+	LYZL4
cg21045388	1	15101675	15101677	-	KAZN
cg21045917	X	55030961	55030963	-	ALAS2
cg21046413	X	130165392	130165394	+	AIFM1;AL139234.1
cg21046940	5	10760745	10760747	+	AC012629.2;DAP
cg21047206	1	149322090	149322092	+	AC245297.1
cg21048501	7	43869915	43869917	+	MRPS24;URGCP-MRPS24
cg21048669	16	78022481	78022483	+	AC079414.1;CLEC3A
cg21049762	11	68037988	68037990	+	TCIRG1
cg21051046	7	155455697	155455699	+	AC008060.3
cg21051086	3	72997062	72997064	+	GXYLT2;PPP4R2
cg21051423	8	120445694	120445696	-	MRPL13;MTBP
cg21052164	1	154567500	154567502	-	AL592078.2;CHRNB2
cg21053015	22	39350048	39350050	-	SYNGR1
cg21053323	21	44817469	44817471	-	SUMO3
cg21053529	15	34754558	34754560	-	AC087457.1;GJD2
cg21053748	7	10940144	10940146	-	AC007029.1;NDUFA4
cg21057046	1	19643709	19643711	-	MICOS10-NBL1;NBL1
cg21057494	3	45025478	45025480	+	CLEC3B;EXOSC7
cg21060429	7	2240724	2240726	+	AC069288.1;MRM2;NUDT1
cg21060854	9	129803238	129803240	+	TOR1B
cg21061811	19	17308451	17308453	+	ABHD8;DDA1
cg21062347	11	63016070	63016072	+	SLC22A8
cg21063899	13	77535665	77535667	-	SCEL
cg21065959	1	152786278	152786280	-	LCE1E
cg21065990	20	13638606	13638608	-	TASP1
cg21066636	17	4771996	4771998	-	TM4SF5
cg21067846	X	106985173	106985175	-	MORC4
cg21068030	17	7859094	7859096	+	AC104581.4;CYB5D1;NAA38
cg21068152	12	120302649	120302651	-	SIRT4
cg21068339	6	7542585	7542587	-	AL031058.1;DSP
cg21069922	17	28855323	28855325	-	ERAL1;FAM222B
cg21070087	7	43311938	43311940	-	HECW1
cg21070730	15	41972328	41972330	+	EHD4;PLA2G4E-AS1
cg21072025	19	46634605	46634607	-	GNG8
cg21073927	8	11704645	11704647	+	GATA4
cg21075829	3	138434327	138434329	-	ESYT3
cg21076470	1	175023607	175023609	+	MRPS14;Y_RNA
cg21080294	X	107628247	107628249	+	PRPS1
cg21081852	12	104286913	104286915	+	TXNRD1
cg21081971	13	37870627	37870629	+	AL356495.1;TRPC4
cg21084260	3	195584996	195584998	+	APOD
cg21085553	1	120913484	120913486	+	AC241377.3;LINC00623
cg21085625	2	119367066	119367068	+	C2orf76;DBI
cg21085768	16	2817086	2817088	+	PRSS21
cg21086464	11	77473879	77473881	+	AP003680.1;PAK1
cg21087043	X	111412137	111412139	+	DCX
cg21087137	12	75334688	75334690	+	AC121761.2;CAPS2;GLIPR1L1
cg21087701	X	130386138	130386140	+	GPR119
cg21089667	3	149087474	149087476	-	HLTF;HLTF-AS1
cg21090723	X	111727024	111727026	+	ALG13
cg21091629	11	3808303	3808305	-	PGAP2
cg21091679	5	95962437	95962439	-	AC104123.1;ELL2
cg21092324	4	89895158	89895160	-	MMRN1
cg21092462	1	211134418	211134420	-	AC092017.2;AC092017.3;AL590132.1;KCNH1;KCNH1-IT1
cg21092687	8	144518526	144518528	+	LRRC14;RECQL4
cg21093060	1	32179091	32179093	+	TXLNA
cg21094154	13	42571984	42571986	-	TNFSF11
cg21094669	4	174828957	174828959	+	ADAM29;GLRA3
cg21096399	11	119317434	119317436	-	MCAM
cg21096502	7	56106680	56106682	+	CHCHD2
cg21096591	16	32253697	32253699	+	AC133485.3;TP53TG3D
cg21096915	10	42475760	42475762	-	CCNYL2;LINC00839
cg21096966	14	44963254	44963256	-	KLHL28;TOGARAM1
cg21097640	13	27621410	27621412	+	LNX2;POLR1D
cg21098323	19	54102333	54102335	-	NDUFA3;OSCAR
cg21099221	1	11060516	11060518	-	SRM
cg21099326	8	27311073	27311075	-	PTK2B;TRIM35
cg21099488	14	56118767	56118769	+	AL138995.1;PELI2
cg21101222	5	151758599	151758601	+	AC091982.1;ATOX1
cg21104946	22	45977649	45977651	+	WNT7B
cg21105318	2	160200008	160200010	+	AC092153.1;ITGB6
cg21109025	17	34253849	34253851	+	CCL2
cg21111471	11	64103527	64103529	+	AP000721.2;FLRT1;MACROD1
cg21111868	2	73293960	73293962	-	EGR4
cg21112925	16	66934126	66934128	-	CES2;CIAO2B
cg21114485	4	185425592	185425594	+	C4orf47;UFSP2
cg21115977	10	47322850	47322852	+	GDF2
cg21115990	11	68311612	68311614	-	LRP5
cg21116314	19	9436075	9436077	+	ZNF266
cg21116410	17	35578630	35578632	-	AP2B1;PEX12
cg21117584	1	37554395	37554397	-	SNIP1
cg21119032	2	210476590	210476592	-	CPS1;LANCL1
cg21120063	2	232870199	232870201	-	SNORC
cg21120249	9	137027518	137027520	+	ABCA2;C9orf139
cg21120786	7	26864568	26864570	-	SKAP2
cg21122529	19	16541868	16541870	-	AC008764.1;AC008764.6;CHERP
cg21122774	9	133739873	133739875	-	SARDH
cg21123509	7	44123830	44123832	+	POLD2
cg21123573	12	120302251	120302253	+	SIRT4
cg21126707	12	80717232	80717234	-	MYF5
cg21126943	19	41755486	41755488	-	AC243967.1;CEACAM6
cg21129531	7	128030649	128030651	-	LRRC4;SND1
cg21130124	10	5500364	5500366	-	CALML5
cg21130374	21	41362338	41362340	+	MX2
cg21132104	15	45402155	45402157	+	GATM;SPATA5L1
cg21132577	8	2045412	2045414	+	MYOM2
cg21134096	7	151520796	151520798	+	RHEB
cg21137417	2	234050811	234050813	-	SPP2
cg21137706	12	63779523	63779525	-	AC084357.2;RXYLT1
cg21137707	X	152992372	152992374	+	PNMA5
cg21137823	1	2049830	2049832	+	AL391845.1;PRKCZ
cg21140292	9	2015787	2015789	+	SMARCA2
cg21142158	13	39655551	39655553	+	COG6
cg21142188	X	77910796	77910798	-	AL356235.1;ATP7A;PGK1
cg21142272	16	67190437	67190439	-	EXOC3L1
cg21142398	1	53734404	53734406	-	GLIS1
cg21144270	2	241509259	241509261	+	STK25
cg21144587	2	27628541	27628543	+	AC074091.2;CCDC121;GPN1
cg21145624	19	47419641	47419643	+	MEIS3
cg21146268	6	26183279	26183281	-	H2BC6
cg21148892	2	70820516	70820518	+	CLEC4F
cg21151355	1	34781005	34781007	-	AL121988.1;GJB3;SMIM12
cg21152662	4	48229525	48229527	+	TEC
cg21152671	9	120928307	120928309	-	TRAF1
cg21153758	5	52788157	52788159	-	AC022126.1;ITGA1;PELO
cg21154823	8	22089790	22089792	+	FAM160B2
cg21161070	12	50025615	50025617	-	RACGAP1
cg21161651	11	62671777	62671779	+	LBHD1;UQCC3
cg21162961	4	109828270	109828272	+	RRH
cg21163415	20	59301145	59301147	-	EDN3
cg21164303	15	79310934	79310936	+	TMED3
cg21165219	18	10698045	10698047	+	PIEZO2
cg21165909	2	210555213	210555215	+	CPS1
cg21166555	7	2233268	2233270	+	AC069288.1;MAD1L1
cg21166999	6	117425629	117425631	+	AL132671.2;ROS1
cg21167159	11	1996923	1996925	-	AC051649.2;H19;MIR675
cg21168622	19	51986577	51986579	-	ZNF350
cg21168884	6	169798874	169798876	-	LINC00242;LINC00574
cg21169285	5	180280664	180280666	-	MAPK9
cg21171130	14	24141373	24141375	+	EMC9
cg21171373	3	122416066	122416068	-	AC083798.2;WDR5B
cg21171615	1	198638417	198638419	+	PTPRC
cg21172540	1	32362238	32362240	+	FAM229A;TSSK3
cg21173623	9	136790703	136790705	+	AL355987.3;TMEM141
cg21176048	3	180037446	180037448	+	PEX5L
cg21177096	2	20012678	20012680	+	MATN3
cg21178548	17	50129802	50129804	+	SAMD14
cg21179457	14	35533591	35533593	-	INSM2
cg21180599	19	2976790	2976792	-	TLE6
cg21182322	1	167220385	167220387	-	AL451050.2;POU2F1
cg21182407	6	3119306	3119308	+	BPHL
cg21182454	2	111898684	111898686	-	MERTK
cg21183846	1	171314063	171314065	+	FMO4
cg21183872	X	118974542	118974544	+	LONRF3
cg21184011	16	88569693	88569695	+	ZC3H18
cg21184174	1	115338592	115338594	+	NGF;NGF-AS1
cg21184495	17	32350070	32350072	+	AC005899.4;C17orf75;MIR632;ZNF207
cg21185421	9	68779893	68779895	+	FAM122A;PIP5K1B
cg21187265	1	25800693	25800695	+	SELENON
cg21194776	10	73554369	73554371	+	USP54
cg21195120	X	21840185	21840187	-	MBTPS2
cg21195414	6	53349072	53349074	+	AL034374.1;ELOVL5
cg21196187	16	67892958	67892960	+	PSKH1
cg21197871	8	95024574	95024576	+	NDUFAF6
cg21197973	3	48989913	48989915	-	AC137630.1;P4HTM
cg21198021	1	33375979	33375981	-	PHC2
cg21200380	17	5439125	5439127	+	C1QBP
cg21200703	4	25656005	25656007	+	SLC34A2
cg21201109	19	11196413	11196415	+	KANK2
cg21201572	7	16804981	16804983	-	AGR2
cg21201659	10	119892775	119892777	+	MCMBP;SEC23IP
cg21203420	21	39312804	39312806	-	BRWD1;BRWD1-AS2
cg21206959	10	56360997	56360999	-	AC010996.1;ZWINT
cg21207418	19	11577895	11577897	+	ACP5;ZNF627
cg21207436	14	74348612	74348614	-	VRTN
cg21208104	4	118352205	118352207	-	PRSS12
cg21209091	8	42377456	42377458	-	DKK4
cg21209356	22	36922999	36923001	-	CSF2RB
cg21210758	4	5711277	5711279	+	EVC
cg21210789	8	142464028	142464030	+	ADGRB1
cg21211608	12	68610489	68610491	-	RAP1B
cg21211748	1	23531542	23531544	+	E2F2
cg21212066	16	74606917	74606919	+	GLG1
cg21212956	7	6577662	6577664	-	ZDHHC4
cg21215336	19	7888819	7888821	-	LRRC8E
cg21218093	20	45971520	45971522	-	ZNF335
cg21218636	17	55751153	55751155	+	PCTP
cg21219744	4	44678326	44678328	+	GUF1;YIPF7
cg21222430	6	36679886	36679888	-	CDKN1A;DINOL
cg21223353	1	11189481	11189483	-	ANGPTL7;MTOR
cg21223368	15	78149469	78149471	+	IDH3A
cg21224049	4	674833	674835	+	ATP5ME;MYL5
cg21224759	X	72181484	72181486	-	PIN4
cg21226224	8	54457610	54457612	-	SOX17
cg21226225	12	104286963	104286965	+	TXNRD1
cg21226234	8	144516606	144516608	+	LRRC14;RECQL4
cg21226861	10	22316409	22316411	-	COMMD3;COMMD3-BMI1
cg21228284	16	72093618	72093620	-	DHX38;TXNL4B
cg21229055	X	13939113	13939115	-	GPM6B
cg21229859	15	48177754	48177756	-	CTXN2;MYEF2;SLC12A1
cg21230133	17	41397267	41397269	+	KRT31
cg21230392	4	16076073	16076075	-	PROM1
cg21230435	7	128775968	128775970	-	OPN1SW
cg21232015	12	132847634	132847636	+	CHFR
cg21232685	X	102654135	102654137	-	AL035427.1;ARMCX5-GPRASP2;GPRASP1
cg21233722	5	169637655	169637657	+	DOCK2
cg21235838	10	95561348	95561350	-	SORBS1
cg21237418	17	28718024	28718026	-	RAB34
cg21237591	11	2141279	2141281	+	AC132217.2;IGF2;IGF2-AS;INS-IGF2
cg21238457	11	76206308	76206310	-	WNT11
cg21238818	11	66049170	66049172	+	GAL3ST3
cg21240812	8	142402386	142402388	-	AC134682.1;TSNARE1
cg21241823	21	41879914	41879916	-	PRDM15
cg21242004	10	112445863	112445865	+	VTI1A;ZDHHC6
cg21243096	2	104856568	104856570	-	AC018730.1;POU3F3
cg21243909	1	17439726	17439728	+	RCC2
cg21244397	10	27155968	27155970	+	MASTL;YME1L1
cg21244955	22	20838666	20838668	+	PI4KA
cg21245135	10	97426758	97426760	+	PGAM1;RRP12
cg21245372	11	3798308	3798310	+	NUP98;PGAP2
cg21245652	2	95025305	95025307	-	AC103563.7;MAL
cg21246431	3	142225673	142225675	-	GK5
cg21246783	4	140427544	140427546	-	CLGN
cg21248478	X	155334658	155334660	+	CLIC2
cg21248774	1	35193349	35193351	-	SFPQ
cg21250296	6	26044176	26044178	+	H2AC5P;H2BC3;H3C3
cg21250577	15	76311315	76311317	+	ETFA
cg21250978	7	107044095	107044097	-	PRKAR2B
cg21252483	19	48896530	48896532	+	TULP2
cg21255605	3	14947623	14947625	-	FGD5-AS1;NR2C2
cg21255626	19	29213314	29213316	-	AC007786.1;UQCRFS1
cg21255732	3	32107004	32107006	-	GPD1L
cg21256649	17	68511468	68511470	-	AC007780.1;PRKAR1A
cg21256656	19	50970566	50970568	-	AC011483.1;KLK6
cg21257635	1	25232426	25232428	-	AL031432.4;SYF2
cg21258987	X	51742737	51742739	-	GSPT2
cg21259253	11	2928861	2928863	+	PHLDA2
cg21260850	17	79009740	79009742	+	CANT1
cg21261477	1	226940005	226940007	-	AL391628.1;COQ8A
cg21262854	7	93232298	93232300	-	VPS50
cg21263122	14	38207889	38207891	+	SSTR1
cg21263196	19	44808739	44808741	+	BCAM
cg21264055	6	30555464	30555466	+	GNL1
cg21264207	10	62816369	62816371	-	EGR2
cg21264329	6	89638403	89638405	+	LYRM2
cg21265783	7	74289993	74289995	-	AC005081.1;CLIP2
cg21269897	6	27139222	27139224	-	H4C9
cg21269934	4	2058491	2058493	+	NAT8L
cg21270015	4	112646656	112646658	-	LARP7;MIR302CHG
cg21270593	7	94663937	94663939	+	PEG10
cg21271753	22	37103410	37103412	-	TMPRSS6
cg21272774	12	53999940	53999942	+	AC012531.3;HOXC-AS1;HOXC6;HOXC9
cg21273029	6	148747419	148747421	+	UST
cg21273098	6	109441214	109441216	+	PPIL6;SMPD2
cg21273125	15	89088558	89088560	+	ABHD2;AC013565.3
cg21274025	22	31139994	31139996	-	PLA2G3
cg21274570	19	8052786	8052788	+	CCL25
cg21275690	16	3022968	3022970	-	HCFC1R1;THOC6
cg21277505	19	50475090	50475092	+	EMC10;FAM71E1
cg21279601	4	9781306	9781308	+	DRD5;SLC2A9
cg21279865	17	18527593	18527595	+	FAM106A;SRP68P2
cg21279955	1	153775074	153775076	-	SLC27A3
cg21280384	1	84479623	84479625	+	RPF1
cg21280510	1	39671416	39671418	-	NT5C1A
cg21281001	8	11867796	11867798	+	CTSB
cg21281799	12	67647541	67647543	-	DYRK2
cg21282997	2	102419374	102419376	-	IL18RAP
cg21283680	3	15342497	15342499	-	SH3BP5
cg21284636	X	72181158	72181160	+	PIN4
cg21284731	18	53511816	53511818	-	DCC;LINC01917
cg21284880	13	39603602	39603604	+	LHFPL6
cg21287330	17	7250925	7250927	+	AC003688.1;CTDNEP1;ELP5
cg21288099	11	14358783	14358785	-	RRAS2
cg21289015	11	17544500	17544502	+	USH1C
cg21289924	10	119080430	119080432	-	EIF3A
cg21290885	X	34657737	34657739	+	TMEM47
cg21291896	3	14402632	14402634	+	SLC6A6
cg21291985	20	63805681	63805683	-	ZBTB46
cg21295467	11	124115458	124115460	+	VWA5A
cg21295602	17	4796339	4796341	-	PSMB6
cg21295911	19	6531032	6531034	-	TNFSF9
cg21296230	15	32718334	32718336	+	AC090877.2;GREM1
cg21296602	11	93742893	93742895	-	AP001273.2;C11orf54;TAF1D
cg21296676	6	133240521	133240523	-	EYA4
cg21298523	4	87422783	87422785	+	NUDT9
cg21299958	2	230864613	230864615	+	ITM2C
cg21300318	19	4769193	4769195	+	MIR7-3;MIR7-3HG
cg21300561	12	49131750	49131752	-	AC011603.2;TUBA1B
cg21301148	14	23408985	23408987	+	MYH6
cg21301440	17	76538467	76538469	-	CYGB;PRCD
cg21302727	10	121989131	121989133	-	TACC2
cg21303011	3	24495685	24495687	+	THRB;THRB-AS1
cg21303386	1	241357010	241357012	+	AL359764.1;RGS7
cg21304187	15	55408272	55408274	-	C15orf65;CCPG1;DNAAF4-CCPG1
cg21305265	8	25459054	25459056	+	CDCA2;KCTD9
cg21306212	13	79405793	79405795	+	RBM26;RBM26-AS1
cg21306218	16	89721069	89721071	+	VPS9D1;ZNF276
cg21306775	18	76690052	76690054	+	LINC01879
cg21307628	3	112642104	112642106	-	CCDC80
cg21307697	3	44975519	44975521	+	EXOSC7;ZDHHC3
cg21309049	7	43583622	43583624	+	STK17A
cg21309147	17	39225980	39225982	-	STAC2
cg21311175	22	19430783	19430785	-	C22orf39;HIRA;MRPL40
cg21312090	8	115669499	115669501	+	TRPS1
cg21312148	1	152663597	152663599	+	LCE2D
cg21319693	1	45521786	45521788	-	PRDX1
cg21319745	1	38012767	38012769	+	UTP11
cg21321735	2	240820746	240820748	+	KIF1A
cg21321885	16	15650336	15650338	+	NDE1
cg21322149	3	101513161	101513163	+	SENP7
cg21324308	1	110451229	110451231	+	PROK1
cg21325760	15	23646254	23646256	+	MAGEL2
cg21329628	19	8308411	8308413	-	AC010323.1;CD320
cg21330703	11	113475665	113475667	+	DRD2
cg21331335	9	2717324	2717326	+	KCNV2
cg21331821	19	58033780	58033782	+	ZSCAN1
cg21332946	1	145958213	145958215	-	AC243547.3;LIX1L;LIX1L-AS1
cg21333964	11	119084750	119084752	-	HMBS
cg21335556	17	8800022	8800024	+	MFSD6L
cg21335942	16	58516040	58516042	+	SETD6
cg21336547	19	15379741	15379743	-	AC005785.1;AKAP8
cg21337430	14	20455311	20455313	-	APEX1;OSGEP
cg21339926	14	95320283	95320285	+	CLMN;LINC02292
cg21341271	7	39566083	39566085	+	AC011290.1;YAE1
cg21341807	22	36776521	36776523	+	IFT27
cg21342728	22	40679668	40679670	+	MCHR1
cg21347412	19	4339219	4339221	+	AC104521.1;STAP2
cg21348691	16	68023308	68023310	+	DDX28;DUS2
cg21349901	7	4590886	4590888	-	NA
cg21350115	2	187448105	187448107	-	AC007319.1;CALCRL
cg21350283	14	68979025	68979027	+	ACTN1;ACTN1-AS1
cg21351102	18	3247295	3247297	+	AP005329.3;MYL12A
cg21351994	2	72917876	72917878	+	EMX1
cg21353232	22	26168912	26168914	-	AL022337.1;SEZ6L
cg21355508	X	47143962	47143964	-	NDUFB11;RBM10
cg21358381	17	43942268	43942270	-	PPY
cg21359747	15	100880430	100880432	+	AC015712.5;ALDH1A3
cg21360828	2	26785511	26785513	-	CENPA
cg21361470	6	84033313	84033315	-	MRAP2
cg21363706	8	18208975	18208977	-	NAT1
cg21363943	1	149927761	149927763	-	SF3B4
cg21364150	2	183078822	183078824	-	DUSP19
cg21365235	X	129540787	129540789	-	OCRL
cg21365602	1	89198723	89198725	-	AC099063.4;GBP4
cg21366535	6	159000248	159000250	-	AL035530.2;RSPH3
cg21366834	3	32950665	32950667	+	CCR4
cg21367040	1	25338365	25338367	+	AL928711.1;RSRP1;TMEM50A
cg21367957	13	113121937	113121939	-	F10
cg21368354	13	110615508	110615510	+	AL139385.1;NAXD
cg21369679	16	46973845	46973847	-	AC018845.3;DNAJA2
cg21369988	12	30754256	30754258	+	AC010198.1;CAPRIN2;LINC00941
cg21370143	11	47352656	47352658	-	MYBPC3
cg21371335	17	42018030	42018032	-	DNAJC7;NKIRAS2
cg21372397	22	21516951	21516953	-	PI4KAP2
cg21372914	19	7763257	7763259	-	CLEC4M
cg21373526	11	83071751	83071753	+	RAB30;RAB30-DT
cg21374864	9	129824289	129824291	-	TOR1A
cg21375825	2	135837075	135837077	-	LCT
cg21376883	1	236686931	236686933	+	ACTN2
cg21377793	15	77072176	77072178	+	TSPAN3
cg21378047	3	129315815	129315817	+	H1-10;H1-10-AS1
cg21378206	2	113059465	113059467	+	IL36RN
cg21379008	1	154325078	154325080	+	AQP10;ATP8B2
cg21379309	14	34462615	34462617	-	EGLN3;SPTSSA
cg21379816	1	11059570	11059572	-	SRM
cg21380294	15	84601575	84601577	+	AC048382.5;ZSCAN2
cg21380842	21	37916526	37916528	-	KCNJ6
cg21383720	9	93452260	93452262	-	FAM120A;FAM120AOS
cg21387281	20	62804086	62804088	-	OGFR;OGFR-AS1
cg21387302	9	3526197	3526199	+	RFX3;RFX3-AS1
cg21388029	2	101386843	101386845	-	CREG2
cg21389013	2	27409188	27409190	-	PPM1G
cg21389884	11	119728714	119728716	+	AP003390.1;NECTIN1
cg21391660	17	75526041	75526043	+	LLGL2
